"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.5311430921052636, 3.624095394736842)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.5311430921052636, 3.6449835526315786)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.555164473684211, 3.6449835526315786)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.507121710526316, 3.6345394736842103)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.387014802631579, 3.738980263157895)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.387014802631579, 3.728536184210526)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.3389720394736844, 3.7180921052631577)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(3.3629934210526318, 3.749424342105263)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(4.227763157894737, 3.7598684210526314)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(4.371891447368421, 3.7598684210526314)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(4.708190789473685, 3.9374177631578946)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(4.516019736842106, 3.96875)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(4.5640625, 3.947861842105263)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(20.658388157894738, 4.146299342105263)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(21.09077302631579, 4.135855263157895)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(28.008930921052634, 4.062746710526316)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(27.984909539473687, 4.1254111842105265)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(27.432417763157897, 4.020970394736842)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(26.591669407894738, 3.9896381578947366)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(4.347870065789474, 9.00279605263158)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(4.588083881578948, 8.877467105263158)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(4.780254934210527, 8.793914473684211)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(23.492911184210527, 4.03141447368421)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(23.444868421052632, 4.000082236842105)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(23.37280427631579, 4.03141447368421)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(23.348782894736843, 4.010526315789473)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(23.37280427631579, 4.000082236842105)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(23.03650493421053, 4.041858552631579)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(22.8683552631579, 4.041858552631579)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.569407894736843, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.545386513157895, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.545386513157895, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.569407894736843, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.641472039473685, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.641472039473685, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.569407894736843, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.617450657894738, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.617450657894738, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.569407894736843, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.617450657894738, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.617450657894738, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.569407894736843, 3.7703124999999997)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.521365131578948, 3.7598684210526314)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.49734375, 3.7598684210526314)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.569407894736843, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(10.59342927631579, 3.780756578947368)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.698412828947369, 3.728536184210526)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.482220394736844, 3.7076480263157894)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.410156250000002, 3.6867598684210523)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.554284539473684, 3.7076480263157894)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.458199013157897, 3.6867598684210523)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.530263157894737, 3.697203947368421)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(0.0, 0.0)" "(0.0, 0.0)" "(4.924383223684211, 9.05501644736842)" "(0.0, 0.0)"
"(11.674391447368421, 3.697203947368421)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.650370065789474, 3.6867598684210523)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.626348684210527, 3.6867598684210523)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.698412828947369, 3.697203947368421)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.698412828947369, 3.697203947368421)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.674391447368421, 3.6867598684210523)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.722434210526316, 3.697203947368421)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.722434210526316, 3.6867598684210523)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.746455592105264, 3.676315789473684)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
"(11.794498355263158, 3.6867598684210523)" "(0.0, 0.0)" "(0.0, 0.0)" "(0.0, 0.0)"
